"year","0__0","1__0","2__0","3__0","4__0","5__0","6__0","7__0","8__0","9__0","10__0","11__0","12__0","13__0","14__0","15__0","16__0","17__0","18__0","19__0","20__0","21__0","22__0","23__0","24__0","25__0","26__0","27__0","28__0","29__0","30__0","31__0","32__0","33__0","34__0","35__0","36__0","37__0","38__0","39__0","40__0","41__0","42__0","43__0","44__0","45__0","46__0","47__0","48__0","49__0","50__0","51__0","52__0","53__0","54__0","55__0","56__0","57__0","58__0","59__0","60__0","61__0","62__0","63__0","64__0","65__0","66__0","67__0","68__0","69__0","70__0","71__0","72__0","73__0","74__0","75__0","76__0","77__0","78__0","79__0","80__0","81__0","82__0","83__0","84__0","85__0","86__0","87__0","88__0","89__0","90__0"
"1845",0.165478,0.04853,0.034217,0.022962,0.015586,0.012547,0.010398,0.008571,0.007126,0.006011,0.005182,0.004587,0.00424,0.004135,0.004262,0.004619,0.005196,0.006001,0.007009,0.008235,0.009617,0.010667,0.01131,0.011492,0.011143,0.010368,0.009621,0.00905,0.008619,0.00832,0.0082,0.00815,0.008157,0.00823,0.008372,0.00856,0.00877,0.008992,0.009284,0.009659,0.01003,0.010451,0.010966,0.011635,0.012343,0.012988,0.01361,0.014172,0.014595,0.014691,0.014728,0.015116,0.015661,0.016455,0.017767,0.019303,0.020678,0.022301,0.024075,0.026116,0.028676,0.031293,0.03388,0.036722,0.03987,0.04279,0.046031,0.0495,0.05284,0.05594,0.060068,0.065819,0.072502,0.079704,0.089228,0.100794,0.110619,0.121501,0.132765,0.14366,0.156148,0.172035,0.190807,0.211419,0.230805,0.24475,0.254218,0.259648,0.26171,0.263533,0.268651
"1846",0.195149,0.055475,0.040516,0.027103,0.018087,0.013626,0.010476,0.008048,0.006319,0.005352,0.005015,0.004902,0.004869,0.004954,0.005164,0.005537,0.006154,0.00706,0.008255,0.009719,0.011396,0.012589,0.013297,0.013423,0.012942,0.011967,0.010999,0.010231,0.009656,0.009255,0.009079,0.008953,0.008915,0.00895,0.009058,0.009239,0.009447,0.009652,0.009865,0.010138,0.010411,0.010847,0.011363,0.012044,0.012902,0.013729,0.014527,0.015046,0.0155,0.015813,0.015971,0.01642,0.017148,0.017912,0.01874,0.01987,0.020998,0.02236,0.02423,0.026568,0.029548,0.032405,0.035417,0.038321,0.041498,0.04429,0.047778,0.051204,0.054983,0.058788,0.063213,0.068582,0.076041,0.084329,0.09305,0.104521,0.113477,0.123113,0.134424,0.145881,0.160387,0.177227,0.197374,0.220324,0.243384,0.262052,0.276845,0.287213,0.291965,0.293055,0.295412
"1847",0.187429,0.0517,0.036146,0.024796,0.016886,0.01325,0.010745,0.008686,0.007119,0.006047,0.005465,0.005148,0.004966,0.004907,0.005029,0.005383,0.006032,0.00699,0.00827,0.009893,0.011724,0.013038,0.013737,0.013792,0.013185,0.012084,0.011067,0.010314,0.009833,0.00966,0.009786,0.009915,0.010041,0.010179,0.010303,0.010435,0.010634,0.010882,0.01119,0.011538,0.011925,0.012507,0.013201,0.013944,0.014772,0.0157,0.016625,0.017223,0.017637,0.018109,0.018704,0.019353,0.020193,0.021293,0.022212,0.02294,0.024135,0.025806,0.027839,0.030715,0.034266,0.037533,0.040793,0.044076,0.047102,0.049952,0.053503,0.057433,0.061801,0.067176,0.073576,0.079877,0.087387,0.096914,0.106791,0.116092,0.124657,0.134389,0.14555,0.160226,0.180578,0.200909,0.223737,0.248305,0.270753,0.28484,0.293725,0.298125,0.298126,0.298644,0.308539
"1848",0.19182,0.056505,0.037223,0.024824,0.017249,0.0136,0.011198,0.009152,0.007544,0.006411,0.005709,0.005235,0.004938,0.004756,0.004695,0.004846,0.005387,0.006345,0.007729,0.00956,0.011679,0.013307,0.014154,0.014273,0.01361,0.012353,0.01123,0.010384,0.009835,0.009593,0.009645,0.009774,0.00985,0.009939,0.010041,0.010146,0.010322,0.010584,0.01091,0.011323,0.011781,0.012268,0.012889,0.013518,0.014105,0.014694,0.015367,0.016126,0.016757,0.017486,0.01845,0.019459,0.020263,0.020984,0.021659,0.021925,0.022531,0.024001,0.026191,0.028943,0.032578,0.036114,0.039184,0.04222,0.045104,0.047738,0.05067,0.054518,0.059068,0.064723,0.071723,0.079102,0.085781,0.093119,0.101382,0.108815,0.116445,0.124596,0.135698,0.149721,0.173572,0.193999,0.215799,0.238337,0.258051,0.269095,0.275646,0.278856,0.278254,0.278263,0.286938
"1849",0.209174,0.070256,0.048009,0.030709,0.021159,0.01717,0.01445,0.01214,0.010179,0.008627,0.007474,0.006606,0.006027,0.005733,0.005661,0.00585,0.006424,0.007425,0.008832,0.010655,0.012765,0.014497,0.015623,0.016069,0.015889,0.015143,0.014409,0.013807,0.013285,0.012861,0.012534,0.012377,0.012368,0.012434,0.012694,0.013099,0.013525,0.013973,0.014421,0.014843,0.015281,0.015693,0.016155,0.016794,0.017401,0.017958,0.018639,0.019582,0.020704,0.021795,0.023141,0.024425,0.025515,0.026068,0.026244,0.026314,0.026695,0.027816,0.030174,0.033505,0.037234,0.04094,0.044184,0.04696,0.049719,0.052292,0.055285,0.059052,0.064027,0.070196,0.078077,0.086232,0.093778,0.099614,0.104947,0.109942,0.116075,0.123425,0.133108,0.149023,0.176903,0.199305,0.221876,0.244068,0.262577,0.272278,0.278603,0.283569,0.286916,0.292007,0.306143
"1850",0.170566,0.048649,0.033763,0.022073,0.0149,0.01209,0.010202,0.008587,0.007239,0.006122,0.005247,0.004588,0.004168,0.004014,0.004118,0.004419,0.004879,0.005533,0.006395,0.007433,0.008577,0.009521,0.010174,0.010482,0.010424,0.010097,0.009713,0.009406,0.009151,0.008914,0.008716,0.00858,0.008568,0.008636,0.008745,0.008984,0.009274,0.009601,0.009989,0.010409,0.010836,0.011264,0.011617,0.011976,0.012416,0.01279,0.013265,0.013959,0.014979,0.016196,0.017377,0.018449,0.019351,0.020034,0.020164,0.020095,0.020752,0.021936,0.023818,0.026891,0.030621,0.033701,0.036538,0.038962,0.041125,0.043531,0.04647,0.050279,0.055225,0.061584,0.069145,0.077216,0.084801,0.091065,0.094836,0.097823,0.103238,0.111139,0.120565,0.133829,0.162733,0.184028,0.204589,0.22382,0.239357,0.247794,0.254763,0.262824,0.272478,0.286464,0.309528
"1851",0.191179,0.052615,0.038081,0.025229,0.017049,0.013374,0.010982,0.009022,0.007419,0.006209,0.00535,0.00473,0.00433,0.004165,0.004262,0.004585,0.005076,0.005699,0.006486,0.007447,0.00853,0.009397,0.009959,0.010179,0.010015,0.009594,0.00912,0.008788,0.008562,0.008447,0.008461,0.008492,0.00857,0.008709,0.008829,0.009062,0.009284,0.009593,0.009962,0.010396,0.010837,0.011291,0.01166,0.01193,0.012224,0.01245,0.012946,0.013625,0.014618,0.015959,0.017331,0.018625,0.019445,0.020095,0.020525,0.020637,0.021412,0.022786,0.024554,0.026833,0.029842,0.03253,0.034978,0.037534,0.040192,0.043348,0.046806,0.051227,0.05643,0.062748,0.069678,0.077146,0.084427,0.091191,0.096756,0.100994,0.107051,0.116728,0.129422,0.143185,0.172413,0.193175,0.213027,0.231231,0.246304,0.256627,0.26675,0.278945,0.293216,0.310009,0.330349
"1852",0.195536,0.05259,0.037477,0.025796,0.017402,0.013498,0.010953,0.008891,0.007287,0.006136,0.005421,0.004959,0.004693,0.004612,0.004731,0.005066,0.005577,0.006208,0.00691,0.007741,0.00871,0.009525,0.010072,0.010319,0.010258,0.009942,0.009578,0.009252,0.008972,0.008756,0.008654,0.008624,0.008674,0.0088,0.009015,0.009369,0.009703,0.010011,0.010375,0.010737,0.011096,0.011498,0.011864,0.012162,0.0124,0.012587,0.013059,0.013835,0.014836,0.01609,0.01757,0.019004,0.019928,0.020447,0.020873,0.021349,0.022115,0.02333,0.025134,0.027134,0.029203,0.031648,0.034336,0.036989,0.040246,0.044045,0.048044,0.052851,0.058477,0.06487,0.071977,0.078964,0.085691,0.091968,0.097679,0.102583,0.107259,0.114774,0.126321,0.141353,0.167579,0.186958,0.206032,0.223774,0.23913,0.25173,0.264787,0.280144,0.297801,0.316509,0.334199
"1853",0.180755,0.049292,0.033916,0.022954,0.015753,0.011884,0.0093,0.007345,0.005976,0.0052,0.004934,0.004856,0.00487,0.004959,0.005109,0.005354,0.005802,0.006502,0.007406,0.008472,0.009681,0.010674,0.011282,0.011443,0.011117,0.010399,0.009727,0.009184,0.00879,0.008564,0.008517,0.008572,0.008651,0.008772,0.008926,0.009132,0.009417,0.009663,0.009899,0.01021,0.010526,0.010861,0.011271,0.011636,0.011934,0.012219,0.012587,0.013207,0.014064,0.015081,0.016229,0.017418,0.018643,0.019595,0.020484,0.021567,0.022867,0.024228,0.025764,0.027631,0.029337,0.031201,0.033704,0.036612,0.039542,0.043233,0.047422,0.052116,0.058007,0.064946,0.072825,0.080702,0.08852,0.096456,0.104294,0.112287,0.120582,0.128203,0.138659,0.152095,0.177395,0.19359,0.210369,0.226735,0.242001,0.256482,0.271354,0.288294,0.307912,0.329566,0.350869
"1854",0.213703,0.066137,0.046428,0.030468,0.020717,0.015844,0.012292,0.009629,0.007857,0.006907,0.006666,0.006561,0.006446,0.006294,0.006083,0.005919,0.006323,0.007468,0.009399,0.012067,0.015115,0.017444,0.018812,0.019049,0.018019,0.01595,0.014064,0.012708,0.011868,0.011568,0.011741,0.012011,0.012257,0.0124,0.012481,0.012504,0.01263,0.012935,0.013247,0.013633,0.014195,0.014733,0.015321,0.016035,0.016634,0.017131,0.017722,0.01841,0.019375,0.020615,0.021995,0.023371,0.024866,0.026422,0.027659,0.028965,0.030386,0.031923,0.033232,0.034498,0.03614,0.03811,0.040629,0.04439,0.048999,0.053633,0.058795,0.064162,0.070106,0.077436,0.085329,0.093222,0.100859,0.108555,0.116455,0.124317,0.133247,0.141817,0.148814,0.159257,0.185341,0.201196,0.218811,0.237186,0.255148,0.272314,0.288229,0.304221,0.321543,0.340157,0.358721
"1855",0.201058,0.06087,0.0425,0.028432,0.019021,0.014812,0.011838,0.009462,0.007918,0.007158,0.006952,0.006743,0.006382,0.00585,0.005108,0.004413,0.004866,0.006789,0.010268,0.015417,0.021558,0.026048,0.028496,0.028884,0.026834,0.022696,0.01873,0.015605,0.013383,0.012058,0.0115,0.011153,0.010946,0.010834,0.010752,0.010762,0.010842,0.011054,0.011426,0.011788,0.012202,0.012724,0.013233,0.013862,0.01468,0.015396,0.01598,0.016485,0.016881,0.017309,0.017841,0.018649,0.019797,0.02148,0.023568,0.025618,0.027475,0.029164,0.030694,0.031572,0.032241,0.034034,0.036417,0.039499,0.044149,0.049703,0.054559,0.059803,0.065234,0.071602,0.079546,0.087488,0.095806,0.104556,0.114355,0.125469,0.13718,0.149758,0.159851,0.165803,0.190087,0.204298,0.221695,0.242138,0.265116,0.289965,0.313224,0.333963,0.352619,0.369069,0.381712
"1856",0.196543,0.054458,0.03943,0.026182,0.017624,0.013644,0.010988,0.008875,0.00734,0.006467,0.006076,0.005884,0.005699,0.005512,0.005331,0.005275,0.005787,0.007014,0.00898,0.011745,0.015082,0.01757,0.018873,0.018911,0.017637,0.0153,0.013101,0.01138,0.010203,0.009631,0.00953,0.009512,0.009459,0.00939,0.009249,0.009157,0.009112,0.009226,0.009515,0.009939,0.01045,0.010994,0.011441,0.01179,0.01221,0.01252,0.013009,0.013477,0.014044,0.014699,0.015529,0.01648,0.017642,0.019,0.020615,0.022144,0.023747,0.024985,0.026329,0.0278,0.029121,0.031262,0.033838,0.036447,0.039041,0.042212,0.045144,0.048696,0.053424,0.059586,0.067997,0.075908,0.08421,0.092148,0.09963,0.107127,0.114741,0.123453,0.133104,0.139606,0.157251,0.170794,0.187602,0.207921,0.231195,0.256073,0.279661,0.299384,0.313591,0.322078,0.325429
"1857",0.222377,0.05477,0.039054,0.026501,0.017742,0.013734,0.0111,0.009005,0.007453,0.006394,0.005826,0.00558,0.005523,0.005594,0.005816,0.006226,0.006797,0.007527,0.008391,0.009392,0.010508,0.011398,0.011875,0.011794,0.011163,0.0102,0.009398,0.008835,0.008517,0.008505,0.008758,0.009022,0.009193,0.009226,0.009152,0.009086,0.0091,0.00922,0.009502,0.009917,0.01051,0.011182,0.011715,0.012122,0.012435,0.012655,0.013123,0.013762,0.014451,0.015284,0.016206,0.017127,0.018212,0.019472,0.020765,0.02215,0.023863,0.02541,0.0269,0.028815,0.031281,0.033951,0.036696,0.039679,0.042098,0.043721,0.046066,0.049587,0.054249,0.061228,0.070339,0.079,0.087865,0.096604,0.104476,0.111377,0.118233,0.126153,0.135752,0.146967,0.164741,0.181045,0.200378,0.222723,0.246685,0.269482,0.29049,0.30762,0.318141,0.323364,0.328818
"1858",0.216624,0.056314,0.03867,0.026246,0.018025,0.014031,0.011481,0.00939,0.007742,0.006538,0.005702,0.005146,0.004913,0.004932,0.005177,0.005643,0.006229,0.00688,0.0076,0.00836,0.009115,0.009698,0.010067,0.010117,0.009754,0.00911,0.008612,0.008326,0.0082,0.008242,0.008457,0.008673,0.00885,0.008951,0.008944,0.008909,0.009031,0.009239,0.009541,0.010009,0.010575,0.011244,0.012019,0.012621,0.013096,0.013524,0.013961,0.014619,0.015404,0.016205,0.017074,0.017942,0.018809,0.019868,0.021074,0.022335,0.023909,0.025986,0.028084,0.030497,0.033524,0.03665,0.039493,0.042001,0.044402,0.0459,0.047967,0.051745,0.057353,0.064651,0.074593,0.084468,0.093167,0.102154,0.110283,0.117203,0.124205,0.131641,0.140948,0.15307,0.173432,0.191955,0.213009,0.235901,0.258115,0.275453,0.289386,0.299554,0.303973,0.305511,0.313389
"1859",0.264121,0.075939,0.053487,0.035359,0.024147,0.018357,0.014357,0.011314,0.009089,0.007661,0.006908,0.006325,0.005913,0.005744,0.005718,0.00587,0.006375,0.007286,0.008581,0.010284,0.012168,0.013476,0.014109,0.014033,0.013033,0.011249,0.009702,0.008698,0.008209,0.008202,0.008592,0.008993,0.009307,0.009536,0.009629,0.009607,0.009692,0.009966,0.010292,0.010697,0.01125,0.01177,0.01243,0.01323,0.013761,0.014149,0.014632,0.015215,0.016079,0.017169,0.018358,0.019455,0.020338,0.021049,0.021778,0.022515,0.023647,0.025525,0.028216,0.031263,0.034892,0.038303,0.041365,0.043555,0.044768,0.045786,0.047445,0.050398,0.055672,0.063366,0.072523,0.082262,0.091172,0.099294,0.108396,0.116785,0.12557,0.13474,0.144153,0.155839,0.17691,0.195944,0.217229,0.240123,0.261759,0.277902,0.291034,0.30178,0.309304,0.316425,0.331135
"1860",0.173073,0.048414,0.034448,0.023173,0.01571,0.012191,0.009497,0.007444,0.006032,0.005178,0.004783,0.004525,0.004313,0.004248,0.004363,0.004591,0.005034,0.005747,0.006734,0.007968,0.009349,0.010313,0.010762,0.010773,0.010283,0.009261,0.008301,0.00766,0.007384,0.007437,0.00771,0.007942,0.008114,0.008235,0.008297,0.008284,0.008323,0.008522,0.008903,0.009318,0.009781,0.010268,0.010689,0.011283,0.012019,0.012467,0.012907,0.013495,0.014202,0.01517,0.016326,0.017376,0.018197,0.01871,0.018992,0.01936,0.020312,0.022009,0.024758,0.028531,0.032552,0.036059,0.038924,0.04124,0.042158,0.042082,0.043755,0.046698,0.051144,0.058406,0.067961,0.076627,0.085359,0.092973,0.100184,0.109173,0.118055,0.12775,0.137731,0.147675,0.166208,0.184231,0.203952,0.224551,0.243278,0.255761,0.264977,0.272409,0.278426,0.287419,0.307059
"1861",0.220304,0.055984,0.041937,0.028475,0.018923,0.013935,0.010155,0.007245,0.005345,0.004475,0.004438,0.004619,0.004781,0.004938,0.005164,0.005392,0.005828,0.006418,0.007162,0.00805,0.009075,0.009775,0.010117,0.010053,0.009634,0.008888,0.00825,0.007809,0.007572,0.007589,0.007828,0.00807,0.008242,0.00837,0.008488,0.00858,0.008714,0.008906,0.009187,0.00953,0.009887,0.010292,0.010649,0.010956,0.011525,0.011947,0.012741,0.013406,0.014247,0.01525,0.016456,0.017476,0.018326,0.018881,0.019038,0.019136,0.019828,0.021503,0.024191,0.028128,0.032546,0.036698,0.039422,0.041379,0.042632,0.042464,0.044203,0.047354,0.051851,0.057961,0.066579,0.074371,0.081923,0.089652,0.096606,0.105932,0.113421,0.123697,0.134764,0.145558,0.159962,0.177547,0.197043,0.217527,0.23665,0.251013,0.263188,0.27484,0.286683,0.30235,0.328629
"1862",0.198097,0.048053,0.034106,0.024054,0.016191,0.012072,0.0092,0.006862,0.005182,0.004317,0.004171,0.004276,0.004462,0.004696,0.004932,0.005166,0.005598,0.006222,0.006956,0.007815,0.008808,0.009539,0.009917,0.009888,0.009404,0.008629,0.008046,0.007707,0.007515,0.007514,0.007752,0.008038,0.008242,0.008318,0.008316,0.00828,0.008352,0.008536,0.008797,0.009151,0.009667,0.010271,0.010785,0.011179,0.011487,0.011769,0.012507,0.013389,0.014183,0.015153,0.016219,0.01711,0.01791,0.018624,0.019118,0.019467,0.020202,0.021719,0.024158,0.027389,0.031262,0.035215,0.038176,0.040028,0.041431,0.042704,0.04485,0.048015,0.052576,0.058109,0.064234,0.070905,0.07809,0.085316,0.094055,0.104438,0.113001,0.12296,0.134873,0.146831,0.156708,0.172558,0.190355,0.209281,0.226994,0.240599,0.252552,0.263713,0.274509,0.287824,0.308976
"1863",0.218934,0.051867,0.034696,0.023333,0.016079,0.011777,0.008767,0.006435,0.004785,0.003917,0.003801,0.003913,0.004127,0.004388,0.004669,0.004933,0.005267,0.00583,0.006577,0.007458,0.008423,0.009212,0.009658,0.009754,0.009438,0.008782,0.008219,0.007891,0.00773,0.00766,0.00771,0.007843,0.008023,0.008175,0.008269,0.008369,0.008552,0.008846,0.009215,0.009644,0.010126,0.010696,0.011342,0.011813,0.012107,0.012336,0.012698,0.013546,0.014562,0.015592,0.016782,0.017834,0.018655,0.019403,0.02004,0.020558,0.021434,0.022807,0.024936,0.027918,0.031442,0.034931,0.038526,0.041384,0.04366,0.046028,0.048818,0.052095,0.055799,0.060453,0.065166,0.070384,0.076868,0.084623,0.092991,0.10383,0.115227,0.124494,0.135971,0.14868,0.156781,0.172226,0.19009,0.209797,0.229498,0.246502,0.262767,0.279045,0.293934,0.30743,0.320979
"1864",0.211088,0.049227,0.034462,0.021962,0.014691,0.011021,0.008242,0.006132,0.00473,0.004023,0.003928,0.00401,0.004177,0.004427,0.004697,0.004979,0.005295,0.00573,0.006419,0.007274,0.008204,0.008935,0.009426,0.009579,0.009387,0.008872,0.008385,0.008089,0.008022,0.008095,0.00822,0.00834,0.008489,0.00864,0.008716,0.008719,0.008823,0.009087,0.009516,0.01006,0.010687,0.011257,0.01193,0.012695,0.01317,0.013429,0.013777,0.014307,0.015281,0.016396,0.017538,0.018626,0.019537,0.020276,0.021018,0.02178,0.022836,0.024277,0.026146,0.028711,0.031896,0.035158,0.038652,0.042593,0.046124,0.049611,0.053185,0.057001,0.060732,0.064299,0.068857,0.074301,0.080758,0.089396,0.100092,0.11108,0.123526,0.135485,0.145548,0.159806,0.16916,0.185503,0.204721,0.225451,0.245039,0.259856,0.272292,0.283837,0.294252,0.303958,0.316381
"1865",0.217602,0.056031,0.039526,0.025994,0.016569,0.012199,0.009141,0.006702,0.005103,0.004365,0.004314,0.004375,0.004523,0.004807,0.005214,0.005675,0.006207,0.006739,0.007404,0.00835,0.009333,0.010059,0.010506,0.010678,0.010456,0.009924,0.009377,0.008956,0.008755,0.00879,0.008917,0.008997,0.009116,0.009326,0.009585,0.009816,0.010025,0.010288,0.010641,0.011071,0.011486,0.011867,0.012239,0.012869,0.013716,0.014293,0.014787,0.015416,0.016235,0.017436,0.01869,0.019856,0.020905,0.021751,0.022435,0.023236,0.024358,0.025795,0.027545,0.029701,0.032491,0.035656,0.039009,0.042986,0.047656,0.051919,0.055843,0.059714,0.063839,0.067381,0.070649,0.076563,0.083546,0.091269,0.101505,0.113333,0.123145,0.134536,0.144952,0.154936,0.167244,0.18373,0.203157,0.225431,0.247644,0.266342,0.283533,0.299482,0.312961,0.322337,0.325097
"1866",0.183986,0.04992,0.036659,0.024477,0.016124,0.011909,0.009145,0.00706,0.005607,0.004764,0.004531,0.004447,0.004431,0.004545,0.004856,0.005309,0.005928,0.006568,0.007215,0.008028,0.008741,0.009422,0.009866,0.010051,0.009936,0.009667,0.009375,0.009182,0.009064,0.009102,0.00925,0.009425,0.009601,0.009736,0.009866,0.010062,0.010286,0.010564,0.010904,0.011395,0.011907,0.012472,0.012998,0.013477,0.014274,0.014948,0.015885,0.016519,0.017163,0.017898,0.018751,0.019665,0.020624,0.021618,0.022552,0.023616,0.024757,0.026158,0.027685,0.029282,0.031142,0.033587,0.036779,0.040793,0.045991,0.051467,0.056973,0.061111,0.064907,0.068763,0.071259,0.076585,0.08333,0.090897,0.099057,0.109356,0.117664,0.126566,0.13796,0.148733,0.163105,0.180613,0.200332,0.2222,0.244442,0.262542,0.279382,0.295883,0.310596,0.323512,0.334944
"1867",0.205392,0.047881,0.034052,0.02351,0.015649,0.011343,0.008257,0.006009,0.004519,0.003691,0.003486,0.003562,0.003737,0.003969,0.004328,0.004843,0.005508,0.006243,0.007011,0.007744,0.008269,0.00869,0.009042,0.009082,0.00882,0.008428,0.008124,0.007939,0.007848,0.007838,0.007935,0.008144,0.00842,0.008608,0.008704,0.008856,0.009136,0.009488,0.009873,0.010335,0.010867,0.011444,0.012008,0.012432,0.012737,0.01305,0.013849,0.014809,0.015644,0.016605,0.017701,0.018773,0.019825,0.020795,0.021638,0.022389,0.023226,0.024402,0.026055,0.028046,0.030308,0.032978,0.036184,0.040065,0.044487,0.049284,0.054692,0.059559,0.063602,0.068042,0.073172,0.079197,0.086085,0.094124,0.101782,0.107811,0.113865,0.121384,0.130758,0.145525,0.164874,0.18488,0.206816,0.229929,0.252231,0.270735,0.288347,0.306687,0.324866,0.342484,0.361673
"1868",0.23055,0.054975,0.037269,0.025033,0.017035,0.012537,0.009189,0.006563,0.00484,0.003964,0.003786,0.003858,0.0041,0.004405,0.004736,0.005177,0.005767,0.006554,0.007469,0.008504,0.009454,0.009909,0.010188,0.010292,0.009957,0.009331,0.008867,0.008596,0.008478,0.008496,0.008613,0.008758,0.008991,0.009241,0.009354,0.0094,0.009601,0.009965,0.010425,0.01095,0.011554,0.012145,0.012767,0.013341,0.013738,0.01405,0.014499,0.015407,0.016425,0.017347,0.018345,0.019276,0.020131,0.021014,0.02184,0.022625,0.023666,0.024998,0.026828,0.029315,0.032218,0.035238,0.038477,0.041847,0.045401,0.049032,0.053005,0.058124,0.063437,0.069093,0.076108,0.083322,0.090342,0.097323,0.104519,0.10967,0.114957,0.121704,0.131668,0.145464,0.17202,0.193167,0.214804,0.236859,0.256056,0.269107,0.282091,0.29556,0.309224,0.324177,0.342858
"1869",0.215585,0.053087,0.036755,0.023854,0.01606,0.011977,0.009078,0.006804,0.005164,0.004348,0.004115,0.004029,0.004113,0.004389,0.004725,0.00509,0.005568,0.006212,0.007051,0.008012,0.009016,0.009626,0.009782,0.009856,0.009754,0.009297,0.008901,0.008737,0.008719,0.008795,0.00892,0.009014,0.009145,0.009397,0.009643,0.009762,0.009912,0.010218,0.010638,0.011107,0.011592,0.012037,0.012455,0.012933,0.013341,0.013623,0.014013,0.014636,0.015706,0.016935,0.018164,0.019307,0.020269,0.021075,0.021891,0.022688,0.023716,0.025077,0.026757,0.028968,0.031765,0.034599,0.037512,0.04074,0.043957,0.047193,0.050954,0.055694,0.062072,0.069198,0.077064,0.084846,0.091927,0.097405,0.101467,0.105414,0.11035,0.11658,0.125398,0.139661,0.169709,0.191233,0.212003,0.231954,0.249473,0.261785,0.273757,0.28723,0.301192,0.315969,0.332142
"1870",0.235986,0.062099,0.043004,0.028459,0.018966,0.014678,0.011546,0.009075,0.007207,0.006015,0.005593,0.005394,0.005261,0.005341,0.005626,0.006016,0.006862,0.008399,0.010738,0.013928,0.017554,0.020316,0.021351,0.020819,0.019578,0.017478,0.015338,0.013805,0.012986,0.012725,0.012852,0.012933,0.012909,0.012935,0.013104,0.013184,0.013161,0.013284,0.013673,0.014236,0.014861,0.015419,0.015914,0.016419,0.017039,0.017577,0.018049,0.01865,0.01949,0.020706,0.021939,0.023038,0.024054,0.024903,0.025614,0.026535,0.027834,0.029511,0.031629,0.034178,0.037299,0.040626,0.043656,0.046687,0.050056,0.053283,0.057322,0.062721,0.07019,0.080552,0.092022,0.102246,0.111403,0.118816,0.12209,0.123003,0.129077,0.138243,0.149323,0.164684,0.204995,0.231739,0.256855,0.279737,0.299243,0.314021,0.328975,0.346898,0.366888,0.386732,0.405417
"1871",0.253192,0.079318,0.057392,0.038048,0.025632,0.019894,0.01615,0.013193,0.010995,0.00961,0.008983,0.008508,0.007989,0.007359,0.006555,0.005971,0.007237,0.010699,0.016373,0.024545,0.034133,0.042064,0.046353,0.046166,0.042434,0.035724,0.029715,0.025526,0.02279,0.021611,0.021808,0.022177,0.022296,0.022125,0.021987,0.021758,0.021645,0.021652,0.021709,0.021869,0.022288,0.022692,0.023044,0.023296,0.023719,0.024147,0.024668,0.025233,0.025858,0.026625,0.02763,0.028628,0.029616,0.030537,0.031129,0.032002,0.033036,0.034735,0.036904,0.03952,0.04246,0.045531,0.048367,0.05069,0.053161,0.055118,0.058903,0.064038,0.071508,0.082204,0.095132,0.1076,0.11719,0.124898,0.129554,0.129567,0.133787,0.142678,0.155209,0.169031,0.208021,0.232855,0.256248,0.277046,0.294666,0.309725,0.325597,0.344594,0.367536,0.392782,0.416437
"1872",0.20181,0.047094,0.0318,0.021719,0.014402,0.0108,0.008445,0.006643,0.005363,0.004632,0.004365,0.004193,0.004149,0.004248,0.004321,0.004445,0.004919,0.005674,0.006576,0.007736,0.009129,0.010372,0.011318,0.011845,0.011779,0.01093,0.010142,0.009757,0.009502,0.009299,0.009312,0.009461,0.009606,0.009653,0.009598,0.009498,0.009619,0.009992,0.010392,0.01078,0.011325,0.011956,0.012506,0.012901,0.013199,0.013417,0.013791,0.014363,0.014958,0.015581,0.016337,0.017204,0.018161,0.019062,0.019854,0.020711,0.021643,0.022973,0.024864,0.02714,0.0297,0.032273,0.034666,0.036923,0.038885,0.040422,0.043145,0.047297,0.052747,0.059995,0.068787,0.078074,0.086395,0.092731,0.098119,0.102917,0.107563,0.114029,0.124171,0.135967,0.160432,0.17567,0.190376,0.203718,0.21588,0.228312,0.240978,0.254711,0.269757,0.285073,0.296436
"1873",0.213956,0.048954,0.033369,0.021734,0.014672,0.01078,0.008156,0.0062,0.004882,0.004186,0.004023,0.003969,0.003917,0.003983,0.004157,0.004335,0.004771,0.005635,0.006766,0.008011,0.009398,0.010482,0.011228,0.011594,0.011445,0.010672,0.009695,0.009081,0.0089,0.008916,0.009075,0.009322,0.009597,0.009784,0.009807,0.009701,0.009664,0.009893,0.010347,0.010817,0.011285,0.011831,0.012447,0.012949,0.013284,0.013562,0.013905,0.014472,0.015258,0.016094,0.016973,0.017886,0.018868,0.019877,0.020736,0.021514,0.022561,0.023779,0.025507,0.027871,0.030579,0.033279,0.036008,0.038556,0.04102,0.04339,0.046189,0.050507,0.056421,0.063838,0.072824,0.081839,0.091241,0.10001,0.107194,0.114282,0.121837,0.128368,0.136085,0.146662,0.168097,0.181334,0.195705,0.210722,0.227394,0.2479,0.269026,0.290606,0.313216,0.335423,0.354032
