"year","0__0","1__0","2__0","3__0","4__0","5__0","6__0","7__0","8__0","9__0","10__0","11__0","12__0","13__0","14__0","15__0","16__0","17__0","18__0","19__0","20__0","21__0","22__0","23__0","24__0","25__0","26__0","27__0","28__0","29__0","30__0","31__0","32__0","33__0","34__0","35__0","36__0","37__0","38__0","39__0","40__0","41__0","42__0","43__0","44__0","45__0","46__0","47__0","48__0","49__0","50__0","51__0","52__0","53__0","54__0","55__0","56__0","57__0","58__0","59__0","60__0","61__0","62__0","63__0","64__0","65__0","66__0","67__0","68__0","69__0","70__0","71__0","72__0","73__0","74__0","75__0","76__0","77__0","78__0","79__0","80__0","81__0","82__0","83__0","84__0","85__0","86__0","87__0","88__0","89__0","90__0"
"1979",0.011741,0.000906,0.000678,0.000475,0.000549,0.000388,0.000401,0.000334,0.000381,0.000289,0.000323,0.000335,0.00038,0.000362,0.000441,0.000669,0.000934,0.001326,0.001864,0.001807,0.001891,0.001907,0.001755,0.001713,0.001604,0.001492,0.001552,0.001563,0.001456,0.00162,0.001557,0.001602,0.001579,0.00175,0.001878,0.001968,0.002217,0.002283,0.002527,0.002853,0.003215,0.003498,0.003909,0.00427,0.004832,0.005368,0.005982,0.006562,0.00764,0.007725,0.008841,0.009461,0.010579,0.010875,0.011588,0.012303,0.013549,0.014628,0.01545,0.018335,0.017163,0.019505,0.021475,0.020909,0.02666,0.026746,0.029234,0.031861,0.035272,0.038595,0.04282,0.046178,0.049884,0.055363,0.061547,0.066811,0.073227,0.081058,0.087849,0.098585,0.107929,0.117867,0.127997,0.136647,0.154165,0.1695,0.180991,0.199475,0.21737,0.229242,0.267453
"1980",0.012173,0.000995,0.000661,0.000527,0.00043,0.000465,0.000351,0.000413,0.000351,0.000366,0.000323,0.000344,0.000292,0.000333,0.000452,0.000601,0.000974,0.001331,0.001854,0.001824,0.001943,0.002022,0.001852,0.001707,0.00168,0.00162,0.001549,0.001507,0.001562,0.001535,0.00148,0.001555,0.001624,0.001758,0.001817,0.002052,0.002225,0.002376,0.002388,0.00259,0.003115,0.003256,0.003879,0.004406,0.004592,0.005234,0.005991,0.00669,0.007166,0.00776,0.008631,0.009419,0.010072,0.010823,0.012031,0.012014,0.013143,0.014233,0.01561,0.016572,0.018983,0.017846,0.021792,0.023387,0.021685,0.028235,0.028398,0.031757,0.033728,0.037334,0.041272,0.044846,0.050609,0.055673,0.060209,0.067093,0.071458,0.079716,0.086418,0.09516,0.108421,0.11763,0.130046,0.141747,0.151387,0.167377,0.180753,0.198178,0.213721,0.237949,0.256618
"1981",0.011559,0.000912,0.000593,0.000558,0.000508,0.000379,0.000361,0.000335,0.000319,0.000319,0.000305,0.000347,0.000303,0.00037,0.000451,0.000539,0.000783,0.001127,0.001701,0.001764,0.001837,0.001893,0.001776,0.001621,0.00168,0.001555,0.001543,0.001501,0.001399,0.001466,0.001526,0.001575,0.001699,0.001784,0.001857,0.00193,0.002059,0.002332,0.002603,0.002569,0.00285,0.003445,0.003679,0.00391,0.004453,0.005004,0.005481,0.006281,0.007179,0.007902,0.008641,0.009372,0.010129,0.010882,0.011657,0.012261,0.013235,0.01423,0.014954,0.016446,0.01793,0.020605,0.019637,0.022602,0.023824,0.024028,0.030629,0.030375,0.033321,0.036568,0.03993,0.045081,0.050057,0.054231,0.059673,0.064578,0.072066,0.07964,0.086834,0.095555,0.109608,0.119539,0.131712,0.143425,0.152599,0.168432,0.186903,0.210362,0.220357,0.239192,0.262882
"1982",0.010952,0.000843,0.000599,0.000479,0.000362,0.000432,0.000296,0.000319,0.000292,0.000283,0.000229,0.000317,0.000278,0.000363,0.000524,0.000557,0.000838,0.001122,0.001658,0.001712,0.001876,0.00181,0.001841,0.001652,0.00159,0.001616,0.001536,0.00156,0.001524,0.001519,0.001607,0.001602,0.001659,0.001616,0.001805,0.001968,0.002176,0.002307,0.002516,0.002886,0.003082,0.003171,0.003594,0.004178,0.004205,0.004989,0.005737,0.005958,0.006888,0.007686,0.008389,0.009018,0.009581,0.010709,0.0118,0.012637,0.013342,0.014253,0.014899,0.01603,0.017632,0.018999,0.021795,0.020347,0.023244,0.024562,0.025522,0.031533,0.032171,0.036044,0.038894,0.042163,0.046084,0.052714,0.056756,0.063712,0.068883,0.075544,0.084402,0.092063,0.102719,0.114025,0.123947,0.135051,0.150463,0.162194,0.181041,0.197126,0.21572,0.23193,0.257536
"1983",0.010194,0.000889,0.000602,0.00049,0.000404,0.000426,0.000347,0.000317,0.000341,0.000275,0.000307,0.000251,0.000321,0.000336,0.000419,0.000553,0.000773,0.001036,0.001397,0.001659,0.001729,0.001877,0.001739,0.001777,0.001689,0.001556,0.001666,0.001523,0.001565,0.001731,0.001699,0.00163,0.001628,0.001815,0.001777,0.002058,0.002116,0.002335,0.002599,0.002833,0.002916,0.00309,0.003387,0.004137,0.004591,0.004905,0.00518,0.006064,0.006651,0.007293,0.008204,0.009043,0.010004,0.010512,0.011222,0.012719,0.013108,0.013911,0.015483,0.015881,0.017221,0.01867,0.02012,0.023263,0.022162,0.026556,0.027426,0.026851,0.034221,0.035329,0.039274,0.042183,0.046578,0.052,0.057747,0.063278,0.070355,0.077979,0.085486,0.093329,0.103391,0.115963,0.125972,0.14608,0.154799,0.169683,0.184519,0.201855,0.219816,0.237064,0.266112
"1984",0.009507,0.000789,0.000587,0.000449,0.00038,0.00036,0.000313,0.000305,0.000241,0.000317,0.000257,0.00025,0.000272,0.000349,0.000437,0.000551,0.000792,0.000931,0.001285,0.0015,0.001712,0.001812,0.001748,0.001698,0.001672,0.001579,0.001574,0.001577,0.001583,0.001697,0.001638,0.001611,0.001636,0.001808,0.001894,0.001903,0.002229,0.002264,0.002535,0.002703,0.003066,0.003131,0.003527,0.003657,0.004358,0.004575,0.005321,0.005916,0.006384,0.00708,0.007903,0.008519,0.009599,0.010139,0.011286,0.012406,0.013029,0.014086,0.015404,0.016281,0.017397,0.018296,0.019956,0.02152,0.024509,0.023295,0.026405,0.028487,0.029016,0.036178,0.037521,0.041241,0.044574,0.049007,0.055072,0.061049,0.066985,0.073746,0.080506,0.091771,0.09939,0.107872,0.120477,0.134708,0.147579,0.162252,0.180385,0.191604,0.210551,0.234055,0.245538
"1985",0.009747,0.000794,0.00046,0.000442,0.000293,0.000302,0.000303,0.000278,0.000281,0.000235,0.000276,0.000257,0.00027,0.000314,0.000431,0.000572,0.00069,0.000987,0.001237,0.00137,0.001507,0.001579,0.001647,0.001601,0.001597,0.001602,0.001585,0.001539,0.001527,0.001509,0.001592,0.001633,0.001647,0.001767,0.00182,0.00197,0.002186,0.002212,0.002427,0.002712,0.003092,0.003181,0.003507,0.003772,0.004016,0.004794,0.005168,0.005756,0.006354,0.006914,0.007704,0.008487,0.009524,0.009991,0.011072,0.012421,0.012726,0.01417,0.015631,0.015855,0.016978,0.018686,0.019298,0.021902,0.02268,0.026193,0.024455,0.029019,0.031115,0.031391,0.039376,0.040091,0.045036,0.049129,0.054138,0.060523,0.067708,0.073558,0.08067,0.090195,0.102872,0.113452,0.124992,0.134487,0.148558,0.164217,0.184839,0.201534,0.210996,0.240187,0.259749
"1986",0.009275,0.00073,0.00048,0.000396,0.00038,0.000314,0.000245,0.000292,0.000291,0.000275,0.000261,0.000267,0.000259,0.000267,0.000395,0.000479,0.000689,0.000969,0.001231,0.001395,0.001567,0.001531,0.001665,0.001625,0.00148,0.001513,0.001575,0.001498,0.001496,0.001507,0.001598,0.001685,0.001702,0.001951,0.001841,0.001967,0.0021,0.002349,0.002438,0.002685,0.00296,0.00319,0.003706,0.003813,0.004344,0.004433,0.00509,0.005391,0.006005,0.006694,0.007171,0.00813,0.009574,0.010135,0.01086,0.012101,0.012768,0.013617,0.014523,0.015623,0.017183,0.018207,0.019657,0.020981,0.022301,0.023917,0.027896,0.02548,0.031453,0.033596,0.03393,0.042361,0.043805,0.048301,0.050647,0.057944,0.064653,0.072444,0.079508,0.089085,0.09597,0.107715,0.120135,0.13265,0.14729,0.161219,0.1767,0.193829,0.211238,0.228024,0.253913
"1987",0.009192,0.000707,0.000463,0.000366,0.000314,0.00031,0.000261,0.000275,0.000254,0.000222,0.00024,0.000215,0.000277,0.000284,0.000359,0.000447,0.000626,0.000826,0.001107,0.001318,0.001471,0.001413,0.001475,0.0016,0.001406,0.001483,0.00149,0.001496,0.001583,0.001561,0.001584,0.001778,0.0017,0.001677,0.001877,0.002037,0.002187,0.002173,0.002436,0.002562,0.002805,0.003116,0.003601,0.003749,0.004119,0.004394,0.004479,0.005315,0.005882,0.006627,0.007068,0.007917,0.008504,0.009455,0.010402,0.011208,0.012135,0.012684,0.014289,0.015311,0.016471,0.017448,0.019039,0.020245,0.021851,0.023632,0.025014,0.028885,0.027879,0.031499,0.035262,0.035074,0.045225,0.045364,0.049965,0.054358,0.060876,0.066989,0.074683,0.081869,0.093618,0.103907,0.112643,0.124874,0.138151,0.151501,0.168246,0.187733,0.19019,0.218046,0.244068
"1988",0.00913,0.000751,0.000474,0.000371,0.000294,0.000298,0.000234,0.000223,0.000244,0.00022,0.000171,0.000234,0.000257,0.000284,0.000307,0.000458,0.000646,0.000861,0.001211,0.001333,0.001433,0.001495,0.001593,0.00153,0.001533,0.001526,0.001397,0.00151,0.001523,0.001546,0.001609,0.001597,0.001806,0.001892,0.001971,0.002086,0.002179,0.002328,0.002336,0.002697,0.002786,0.003022,0.003398,0.003806,0.004151,0.0044,0.004554,0.004817,0.005854,0.006083,0.006975,0.007663,0.008139,0.008915,0.010033,0.011019,0.011914,0.01322,0.013737,0.01479,0.016524,0.017393,0.017921,0.019894,0.020745,0.022305,0.024554,0.025655,0.030634,0.027645,0.034486,0.037252,0.036526,0.04612,0.047906,0.053516,0.057957,0.064782,0.073133,0.078922,0.089507,0.100285,0.110033,0.120609,0.133464,0.150566,0.158632,0.176704,0.201213,0.212149,0.237202
"1989",0.008748,0.000699,0.000417,0.000401,0.000268,0.000245,0.000297,0.000217,0.000198,0.000233,0.000209,0.000216,0.000223,0.000267,0.000381,0.000456,0.000622,0.000879,0.001139,0.001331,0.0014,0.001589,0.001615,0.001589,0.001547,0.001621,0.001616,0.001581,0.001582,0.001617,0.001726,0.001652,0.001814,0.001879,0.002134,0.00205,0.002162,0.002431,0.002493,0.002482,0.002785,0.003193,0.003339,0.003841,0.004128,0.004234,0.004585,0.004954,0.005439,0.006428,0.006725,0.007645,0.007961,0.008986,0.0099,0.0106,0.011209,0.012393,0.013847,0.014683,0.015794,0.017355,0.018102,0.019257,0.021665,0.022522,0.023734,0.02595,0.027748,0.032664,0.030669,0.035967,0.038606,0.04008,0.04976,0.051408,0.057443,0.063609,0.070156,0.079598,0.086218,0.097332,0.109089,0.119309,0.131832,0.147189,0.159855,0.179297,0.200061,0.215571,0.23524
"1990",0.008539,0.000703,0.000476,0.000344,0.000279,0.000236,0.000234,0.000184,0.000189,2e-04,0.00022,0.000195,0.000231,0.000183,0.000319,0.00051,0.000581,0.000835,0.001148,0.001322,0.001327,0.001584,0.001611,0.001579,0.00157,0.00155,0.00162,0.001645,0.001592,0.0018,0.001677,0.001916,0.001776,0.001981,0.002054,0.002126,0.002295,0.002401,0.002729,0.002634,0.002969,0.003127,0.003369,0.003686,0.004083,0.004416,0.004798,0.005081,0.005427,0.005415,0.006715,0.006869,0.007737,0.008691,0.00916,0.010581,0.01085,0.011671,0.012839,0.014108,0.015071,0.016529,0.017982,0.019352,0.020492,0.021918,0.023185,0.024807,0.027256,0.028505,0.033292,0.03311,0.039434,0.04196,0.042111,0.05368,0.055542,0.06161,0.068318,0.073779,0.084125,0.096146,0.105526,0.118705,0.131276,0.142038,0.159617,0.176138,0.199236,0.2167,0.234025
"1991",0.008449,0.000732,0.000379,0.000313,0.000282,0.00023,0.000282,0.000197,0.000196,0.000194,0.000209,0.000228,0.000237,0.000275,0.000301,0.000429,0.000614,0.000773,0.001101,0.001285,0.001485,0.001469,0.001532,0.001579,0.001607,0.001617,0.001711,0.00167,0.001772,0.001773,0.001895,0.001961,0.002015,0.001998,0.002012,0.002237,0.002307,0.002496,0.002596,0.002793,0.00311,0.003358,0.003453,0.003651,0.004123,0.004314,0.004624,0.005067,0.005543,0.005934,0.005722,0.007084,0.007556,0.007978,0.009179,0.009661,0.010549,0.011234,0.012758,0.01372,0.015611,0.01634,0.017688,0.01874,0.020276,0.020963,0.023137,0.025199,0.026812,0.029227,0.031211,0.036593,0.034878,0.040891,0.045133,0.044792,0.05703,0.059358,0.067741,0.073495,0.082913,0.092665,0.101652,0.115419,0.126467,0.138917,0.154106,0.170769,0.189613,0.211888,0.227168
"1992",0.007955,0.000608,0.000394,0.000327,0.000273,0.000245,0.000183,0.000176,0.000207,0.00015,0.000169,0.000229,0.000177,0.000249,0.000319,0.000393,0.00052,0.000775,0.001139,0.001243,0.001268,0.001514,0.001448,0.001523,0.0015,0.001564,0.001576,0.001645,0.001804,0.001734,0.001877,0.002035,0.001929,0.002038,0.002182,0.002368,0.002396,0.002408,0.002564,0.002848,0.003014,0.003171,0.003355,0.003835,0.004212,0.004295,0.004629,0.005091,0.005471,0.005887,0.006529,0.006356,0.007396,0.00802,0.008688,0.00952,0.010159,0.011218,0.012274,0.013255,0.014685,0.016272,0.016939,0.018347,0.020036,0.021392,0.02269,0.02469,0.027215,0.027774,0.031865,0.032884,0.039217,0.037756,0.045326,0.047856,0.048322,0.062916,0.064319,0.071632,0.079835,0.0884,0.100385,0.110894,0.123832,0.134238,0.152246,0.163577,0.180806,0.206552,0.225782
"1993",0.007463,0.00067,0.000304,0.000339,0.000238,0.000229,0.000171,0.000189,0.000204,0.000185,0.000188,0.000211,0.000194,0.000234,0.000311,0.000462,0.000589,0.000754,0.000985,0.001199,0.001431,0.001422,0.001511,0.001411,0.00142,0.001479,0.001505,0.001572,0.001685,0.001907,0.001918,0.001913,0.001972,0.002056,0.002255,0.002335,0.002551,0.002438,0.002776,0.002718,0.003032,0.003259,0.00348,0.003985,0.003861,0.004095,0.004576,0.005134,0.005699,0.005863,0.005915,0.006898,0.006725,0.007939,0.008623,0.009397,0.01014,0.010935,0.012069,0.013232,0.014701,0.015752,0.016809,0.018092,0.020059,0.020984,0.022615,0.023996,0.026682,0.028305,0.031461,0.033061,0.035958,0.041741,0.0414,0.047665,0.051737,0.053519,0.068077,0.070866,0.080655,0.091131,0.100562,0.112437,0.124247,0.138959,0.154844,0.167368,0.185028,0.204455,0.227333
"1994",0.006838,0.000503,0.000314,0.000301,0.000208,0.000217,0.000185,0.000212,0.000183,0.000134,0.000188,0.000183,0.000252,0.000259,0.000351,0.000435,0.000544,0.000706,0.000982,0.001149,0.001227,0.00145,0.001407,0.001434,0.001427,0.001476,0.001482,0.001526,0.001704,0.001859,0.001954,0.001859,0.001944,0.002003,0.002138,0.00237,0.002341,0.002592,0.002591,0.002732,0.003072,0.003252,0.003357,0.00363,0.004024,0.00439,0.004547,0.00501,0.005681,0.005863,0.006553,0.006642,0.007322,0.007252,0.008546,0.00907,0.010004,0.010354,0.011687,0.012521,0.013525,0.014857,0.016102,0.018293,0.019081,0.020267,0.022169,0.023882,0.025638,0.028045,0.029431,0.032085,0.035078,0.038548,0.04423,0.043139,0.051944,0.053663,0.057952,0.072819,0.075968,0.085876,0.095349,0.107457,0.118264,0.131902,0.14712,0.161532,0.18221,0.196209,0.217865
"1995",0.005528,0.000526,0.000305,0.000258,0.000222,0.000231,0.000185,0.000208,0.000132,0.000155,0.000175,0.000154,0.000201,0.00023,0.000303,0.000531,0.000555,0.00058,0.000931,0.001034,0.001162,0.001258,0.001351,0.001267,0.001459,0.00135,0.001446,0.001464,0.001688,0.001766,0.001735,0.001845,0.001965,0.002001,0.002231,0.00222,0.002403,0.002389,0.002557,0.002768,0.002885,0.003177,0.003366,0.003897,0.004106,0.004147,0.004698,0.00479,0.005381,0.005974,0.006466,0.006753,0.007064,0.007565,0.007403,0.008837,0.009498,0.010533,0.011225,0.01228,0.01366,0.014703,0.015842,0.017599,0.019504,0.020825,0.022218,0.023967,0.026275,0.02798,0.030478,0.031874,0.034937,0.03889,0.041848,0.049899,0.046592,0.057501,0.063395,0.063324,0.083498,0.083549,0.095684,0.106087,0.119176,0.132152,0.148034,0.162173,0.185248,0.198042,0.220639
"1996",0.005484,0.000508,0.000351,0.000228,0.000204,0.000146,0.000194,0.000162,0.000184,0.000155,0.000165,0.000173,0.000193,0.000256,0.000342,0.000433,0.000515,0.000707,0.000926,0.001089,0.001037,0.001164,0.001311,0.001233,0.001225,0.001303,0.001311,0.001348,0.001469,0.001449,0.001601,0.001692,0.001597,0.001796,0.001962,0.00212,0.002212,0.002325,0.002313,0.002528,0.002906,0.003211,0.00348,0.003618,0.003728,0.004273,0.004448,0.004687,0.005073,0.005718,0.006045,0.006584,0.006927,0.007721,0.008228,0.008351,0.009521,0.01018,0.011271,0.01234,0.013356,0.014746,0.015839,0.01742,0.018324,0.02075,0.021722,0.023844,0.026136,0.028251,0.029596,0.032992,0.036012,0.038777,0.041427,0.045418,0.054303,0.052123,0.061585,0.068605,0.071946,0.091101,0.094938,0.106838,0.118414,0.133218,0.1458,0.163738,0.182775,0.199671,0.22024
"1997",0.005368,0.000488,0.000308,0.000219,0.000195,0.000191,0.000182,0.000155,0.000144,0.000174,0.000137,0.00014,0.000177,0.000224,0.000332,0.000424,0.000555,0.000661,0.000904,0.001072,0.001036,0.001189,0.001159,0.001236,0.001239,0.001177,0.001252,0.001291,0.00121,0.00131,0.001387,0.001425,0.001506,0.001465,0.001633,0.001781,0.001914,0.002055,0.002237,0.002477,0.002526,0.002927,0.003211,0.003527,0.003732,0.00399,0.004376,0.004777,0.0051,0.005669,0.005979,0.006284,0.006705,0.007519,0.007847,0.008597,0.008762,0.009885,0.010897,0.011966,0.012579,0.013915,0.015375,0.01677,0.01803,0.019462,0.020981,0.023446,0.024665,0.027431,0.029793,0.032196,0.035383,0.038191,0.04074,0.045521,0.04887,0.057063,0.056905,0.067137,0.074597,0.076373,0.099935,0.103281,0.114223,0.126706,0.142721,0.157751,0.178131,0.201693,0.218614
"1998",0.00519,0.000395,0.000311,0.000244,0.000177,2e-04,0.000137,0.00013,0.000132,0.000159,0.000123,0.000155,0.000163,0.000193,0.000244,0.000352,0.000454,0.00066,0.000914,0.001039,0.001035,0.001213,0.001203,0.001102,0.001159,0.001199,0.001134,0.001203,0.001153,0.001245,0.001338,0.001332,0.001325,0.001437,0.001559,0.001576,0.001849,0.001943,0.002279,0.002343,0.002571,0.002761,0.003267,0.003411,0.003577,0.004174,0.004344,0.004879,0.005115,0.005473,0.005911,0.006286,0.007063,0.007013,0.007966,0.008269,0.008699,0.009595,0.01048,0.011557,0.012925,0.013547,0.014679,0.016089,0.017716,0.018909,0.020507,0.022652,0.024092,0.026946,0.029563,0.032396,0.0346,0.037055,0.040819,0.044893,0.049158,0.054105,0.063579,0.06003,0.074476,0.08433,0.08542,0.11288,0.115079,0.130026,0.143908,0.159977,0.179157,0.198628,0.211297
"1999",0.004963,0.000444,0.000248,0.000256,0.000152,0.00017,0.000164,0.000124,0.000145,0.000111,0.000138,0.000132,0.000164,0.000177,0.000276,0.000349,0.000528,0.000694,0.000991,0.001017,0.001141,0.001115,0.001131,0.001156,0.001136,0.001159,0.001191,0.00112,0.001135,0.001148,0.001223,0.001286,0.001292,0.001372,0.001423,0.001507,0.001642,0.001973,0.002007,0.002164,0.002467,0.002662,0.003129,0.003443,0.003869,0.004028,0.004417,0.004626,0.005114,0.005471,0.006019,0.006242,0.006791,0.007219,0.007847,0.008588,0.009097,0.009836,0.009279,0.011167,0.012091,0.013248,0.013876,0.015774,0.016684,0.018646,0.020168,0.022372,0.024554,0.02573,0.028745,0.031738,0.034657,0.036508,0.040005,0.043449,0.04864,0.053705,0.059216,0.06908,0.067285,0.081328,0.090528,0.094247,0.123015,0.12684,0.143767,0.15802,0.181312,0.194195,0.219768
"2000",0.005232,0.000424,0.00026,0.000222,0.000176,0.000154,0.000136,0.000155,0.000131,0.000142,0.000112,0.000144,0.000187,0.000183,0.000316,0.000367,0.000463,0.000578,0.000884,0.00104,0.001006,0.00105,0.001068,0.001032,0.001065,0.001051,0.001074,0.001097,0.00115,0.001223,0.001083,0.001255,0.001304,0.001371,0.001382,0.001615,0.001699,0.00181,0.001842,0.002176,0.002396,0.002602,0.003071,0.003357,0.00378,0.004014,0.004362,0.004716,0.005106,0.005298,0.005917,0.006183,0.006803,0.007152,0.00748,0.008575,0.009044,0.009413,0.00972,0.010282,0.011916,0.012317,0.014171,0.014796,0.016342,0.017831,0.020035,0.021046,0.023394,0.025576,0.027309,0.02981,0.033608,0.035583,0.039133,0.04313,0.04728,0.051788,0.056831,0.062071,0.075735,0.075493,0.090151,0.100861,0.102313,0.13325,0.137442,0.151044,0.169299,0.189319,0.212743
"2001",0.005069,0.000435,0.000315,0.000215,0.000186,0.000153,0.000153,0.000141,0.000119,0.000128,0.000123,0.000132,0.000193,0.000182,0.000294,0.000377,0.00052,0.000611,0.000975,0.001102,0.001062,0.001022,0.001116,0.000982,0.001038,0.001125,0.001057,0.001158,0.001076,0.001125,0.001208,0.001165,0.001182,0.001355,0.001422,0.001579,0.001668,0.00182,0.002082,0.002145,0.002355,0.002755,0.002929,0.003116,0.003603,0.004156,0.004541,0.004704,0.005224,0.005312,0.005706,0.006337,0.006559,0.007192,0.007546,0.008155,0.008708,0.009452,0.00994,0.010738,0.010984,0.012972,0.013311,0.014266,0.015915,0.017052,0.018998,0.020295,0.022368,0.024575,0.026149,0.029385,0.03264,0.034512,0.03815,0.04137,0.045834,0.051055,0.055723,0.061011,0.070511,0.083164,0.083528,0.09834,0.109867,0.108959,0.145436,0.14979,0.170511,0.183982,0.209685
"2002",0.004588,4e-04,0.000302,0.00021,0.000147,0.000131,0.000155,0.000139,0.000129,0.000148,9.6e-05,0.00011,0.000131,0.000222,0.000211,0.000297,0.000459,0.000582,0.000884,0.000882,0.001082,0.001007,0.001039,0.001038,0.000973,0.00108,0.001063,0.001115,0.001123,0.001104,0.001143,0.001171,0.001286,0.001245,0.001309,0.001443,0.001647,0.001771,0.001935,0.002033,0.002282,0.002487,0.002876,0.003245,0.00332,0.003832,0.004274,0.004827,0.004954,0.005355,0.005809,0.006261,0.006595,0.007375,0.007558,0.008247,0.00875,0.009392,0.009914,0.011017,0.011481,0.011482,0.013305,0.014143,0.015423,0.016669,0.018236,0.020034,0.021967,0.023742,0.026222,0.028497,0.031135,0.034078,0.0375,0.040603,0.044749,0.050217,0.055551,0.059547,0.070424,0.07615,0.090078,0.088554,0.107837,0.119091,0.123106,0.160769,0.166029,0.183985,0.207395
"2003",0.004619,4e-04,0.000282,0.000191,0.000187,0.000138,0.000136,0.000117,9.5e-05,0.000112,0.000144,0.000127,0.000157,0.000188,0.000252,0.000266,0.000472,0.000512,0.000725,0.000864,0.000996,0.000903,0.001013,0.001044,0.000863,0.000852,0.000985,0.000992,0.001001,0.00098,0.001114,0.001134,0.001186,0.00125,0.001373,0.00147,0.001566,0.001663,0.001926,0.002053,0.002185,0.002395,0.002629,0.003024,0.003336,0.00374,0.004266,0.004593,0.005052,0.005345,0.005947,0.006307,0.006769,0.007061,0.00763,0.008149,0.008991,0.009479,0.009915,0.010938,0.011606,0.011665,0.013084,0.014192,0.015132,0.016591,0.017415,0.019299,0.021111,0.023722,0.024994,0.02806,0.031062,0.032818,0.037219,0.042093,0.045891,0.050322,0.05475,0.059886,0.070473,0.078107,0.085896,0.104295,0.100035,0.122798,0.133539,0.135526,0.183759,0.191799,0.216547
"2004",0.00442,0.000382,0.000252,0.000217,0.000151,0.00011,0.000124,9e-05,0.000103,8.3e-05,0.000103,8.8e-05,0.000128,0.000172,0.000204,0.000275,0.000372,0.000478,0.000734,0.000818,0.000883,0.000899,0.000922,0.000894,0.000902,0.000866,0.000915,0.000881,0.000891,0.000935,0.001037,0.001075,0.000978,0.001223,0.001199,0.0014,0.001436,0.001535,0.001725,0.001884,0.001994,0.00226,0.002523,0.002913,0.003197,0.003429,0.003891,0.004206,0.004803,0.005066,0.005619,0.006148,0.006137,0.006792,0.007229,0.007582,0.007983,0.008879,0.009463,0.010402,0.010852,0.01146,0.012602,0.012778,0.014421,0.01526,0.016873,0.017601,0.01944,0.021175,0.023577,0.025453,0.027762,0.031617,0.034728,0.037238,0.042554,0.047045,0.050436,0.057389,0.064152,0.070896,0.079797,0.087866,0.105149,0.102069,0.12502,0.137693,0.14367,0.18613,0.192142
"2005",0.004129,0.000336,0.000223,0.000163,0.000142,0.000122,0.00012,0.000121,0.00011,8.7e-05,9.1e-05,0.000122,0.000116,0.000135,0.000173,0.000277,0.00041,0.000496,0.000689,0.000778,0.000828,0.000801,0.000884,0.000997,0.000928,0.000894,0.000943,0.000823,0.000874,0.00092,0.001002,0.001087,0.001095,0.001134,0.001252,0.001211,0.00149,0.001449,0.001651,0.001781,0.002114,0.002168,0.002332,0.002497,0.003089,0.003377,0.003731,0.00423,0.004775,0.005289,0.005758,0.005906,0.006246,0.006838,0.007292,0.007685,0.008269,0.00903,0.009738,0.010335,0.010944,0.011384,0.012251,0.01323,0.013588,0.015813,0.016453,0.017676,0.019222,0.021502,0.022661,0.02627,0.028424,0.030889,0.035124,0.036753,0.040978,0.045997,0.051333,0.056016,0.063359,0.071697,0.080735,0.091068,0.099854,0.118714,0.11818,0.139468,0.157796,0.156658,0.212095
"2006",0.004288,0.00037,0.000228,0.000159,0.000115,0.00011,0.000109,9.8e-05,8.1e-05,9.1e-05,0.000102,0.000106,0.000137,0.000158,0.000216,0.000277,0.000333,0.000522,6e-04,0.000732,0.000727,0.000722,0.000723,0.000851,0.000885,0.000792,0.000877,0.000857,0.000877,9e-04,0.000887,0.00105,0.001022,0.001095,0.001216,0.001245,0.001502,0.001454,0.001628,0.001642,0.001977,0.002101,0.00232,0.002501,0.002952,0.003262,0.00372,0.004108,0.004353,0.004838,0.005517,0.006234,0.006253,0.006839,0.007186,0.007672,0.008415,0.008718,0.00924,0.009955,0.010677,0.011178,0.012157,0.013002,0.013979,0.014162,0.015992,0.017339,0.018896,0.020171,0.021861,0.024154,0.026908,0.029405,0.031925,0.03527,0.039919,0.04309,0.048474,0.053944,0.061262,0.066672,0.074888,0.085483,0.094709,0.107008,0.127829,0.12245,0.1478,0.165462,0.169655
"2007",0.004227,0.000353,0.000236,0.000161,0.000132,7.9e-05,8.7e-05,9.8e-05,9.5e-05,8.6e-05,7e-05,8.8e-05,0.000124,0.000142,0.000178,0.000263,0.000299,0.000487,0.000633,0.000625,0.000819,0.000816,0.000805,0.000842,0.000776,0.000908,0.00092,0.000887,0.000863,0.000864,0.000877,0.000886,0.001058,0.001007,0.001109,0.001217,0.001393,0.001465,0.001571,0.001555,0.001823,0.002071,0.002292,0.002385,0.002699,0.003226,0.003391,0.003765,0.004083,0.004977,0.005087,0.005739,0.00638,0.006728,0.007234,0.007841,0.007994,0.009016,0.009307,0.009687,0.010661,0.011058,0.011992,0.012951,0.013736,0.01471,0.01481,0.017151,0.01901,0.019704,0.021345,0.023369,0.025446,0.027888,0.031011,0.034261,0.037941,0.04239,0.048363,0.052876,0.059807,0.066027,0.073738,0.082622,0.094196,0.104361,0.118493,0.141489,0.135077,0.17064,0.188939
